seccion,categoria,descripcion,precioMedida,precio,precioPrevio,precioOferta,promocion,enlace
Baño e Higiene Corporal,"
Colonias","
Agua de colonia Aguas Masculinas nº 2 Frescor Extremo Victorio & Lucchino 150 ml.","6,60 €/100 ml","9,90 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-aguas-masculinas-n-2-frescor-extremo-victorio-lucchino-150-ml-victorio-lucchino/R-prod67579/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia nº 16 Amaderada oriental para hombre Caravan 150 ml.","6,72 €/100 ml","10,08 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-n-16-amaderada-oriental-para-hombre-caravan-150-ml-caravan/R-808554959/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia Gold Poseidon 150 ml.","7,20 €/100 ml","10,80 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-gold-poseidon-150-ml-poseidon/R-601401276/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia Gotas frescas para hombre Instituto Español 750 ml.","1,19 €/100 ml","8,90 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-gotas-frescas-para-hombre-instituto-espanol-750-ml-gotas-frescas/R-800766448/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia nº 15 Cítrica acuosa para hombre Caravan 150 ml.","6,72 €/100 ml","10,08 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-n-15-citrica-acuosa-para-hombre-caravan-150-ml-caravan/R-808554957/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia Springfield 200 ml.","6,45 €/100 ml","12,90 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-springfield-200-ml-springfield/R-prod840129/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia Sport Man 250 ml.","5,18 €/100 ml","12,95 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-sport-man-250-ml-sport-man/R-prod840104/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia flor de cerezo Les Petits Plaisirs 110 ml.","3,18 €/100 ml","3,50 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-flor-de-cerezo-les-petits-plaisirs-110-ml-les-petits-plaisirs/R-VC4AECOMM-480323/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia azahar Fruits & Flowers 100 ml.","3,70 €/100 ml","3,70 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-azahar-fruits-flowers-100-ml-fruits-flowers/R-775006318/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia nº 1 Floriental afrutado para mujer Caravan 150 ml.","6,72 €/100 ml","10,08 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-n-1-floriental-afrutado-para-mujer-caravan-150-ml-caravan/R-808554991/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia Indigo man Nike 100 ml.","10,60 €/100 ml","10,60 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-indigo-man-nike-100-ml-nike/R-854700396/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia masculina ice dive Adidas 100 ml.","11,15 €/100 ml","11,15 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-masculina-ice-dive-adidas-100-ml-adidas/R-520663680/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia mora vaporizador Fruits & Flowers 100 ml.","3,70 €/100 ml","3,70 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-mora-vaporizador-fruits-flowers-100-ml-fruits-flowers/R-627307088/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia Muy Mío Bustamante 100 ml.","5,60 €/100 ml","5,60 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-muy-mio-bustamante-100-ml-david-bustamante/R-673701693/p
Baño e Higiene Corporal,"
Colonias","
Colonia Fresca Spiderman 200ml","2,88 €/100 ml","5,75 €",,,,https://www.carrefour.es/supermercado/colonia-fresca-spiderman-200ml-spiderman/R-704714466/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia nº 31 Chypre floral para mujer Caravan 150 ml.","6,72 €/100 ml","10,08 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-n-31-chypre-floral-para-mujer-caravan-150-ml-caravan/R-808554979/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia nº 26 Floriental amaderada para mujer Caravan 150 ml.","6,72 €/100 ml","10,08 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-n-26-floriental-amaderada-para-mujer-caravan-150-ml-caravan/R-808554973/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia 150 On Fire Nike 150 ml.","8,67 €/100 ml","13,00 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-150-on-fire-nike-150-ml-nike/R-854700400/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia te verde Fruits & Flowers 100 ml.","3,70 €/100 ml","3,70 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-te-verde-fruits-flowers-100-ml-fruits-flowers/R-627307086/p
Baño e Higiene Corporal,"
Colonias","
Colonia cherry I'm Free 100 ml","4,32 €/100 ml","4,75 €",,,,https://www.carrefour.es/supermercado/colonia-cherry-i-m-free-100-ml-i-m-free/R-VC4AECOMM-500447/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia Aguas Masculinas nº 3 Seducción magnética Victorio & Lucchino 150 ml.","6,60 €/100 ml","9,90 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-aguas-masculinas-n-3-seduccion-magnetica-victorio-lucchino-150-ml-victorio-lucchino/R-prod71488/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia nº 21 Afrutada floral para mujer Caravan 150 ml.","6,72 €/100 ml","10,08 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-n-21-afrutada-floral-para-mujer-caravan-150-ml-caravan/R-808554985/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia nº 43 Floral frutal para mujer Caravan 150 ml.","6,72 €/100 ml","10,08 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-n-43-floral-frutal-para-mujer-caravan-150-ml-caravan/R-808554949/p
Baño e Higiene Corporal,"
Colonias","
Agua de colonia nº 23 para mujer Caravan 150 ml.","6,72 €/100 ml","10,08 €",,,,https://www.carrefour.es/supermercado/agua-de-colonia-n-23-para-mujer-caravan-150-ml-caravan/R-808554967/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquilladores ovalados Carrefour 80 ud.","0,02 €/ud","1,36 €",,,,https://www.carrefour.es/supermercado/discos-desmaquilladores-ovalados-carrefour-80-ud-carrefour/R-526627294/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquillantes 120 ud.","0,01 €/ud","0,68 €",,,,https://www.carrefour.es/supermercado/discos-desmaquillantes-120-ud-producto-blanco/R-803482483/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquillantes Sensitive Demak Up 72 ud.","1,85 €/ud","1,85 €",,,,https://www.carrefour.es/supermercado/discos-desmaquillantes-sensitive-demak-up-72-ud-demak-up/R-521010180/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquillantes doble cara Carrefour 110 ud.","0,01 €/ud",,"
0,90 €","
0,80 €",2ª al -50%,https://www.carrefour.es/supermercado/discos-desmaquillantes-doble-cara-carrefour-110-ud-carrefour/R-prod730636/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos de algodón desmaquillantes Carrefour 35 ud.","0,02 €/ud","0,54 €",,,,https://www.carrefour.es/supermercado/discos-de-algodon-desmaquillantes-carrefour-35-ud-carrefour/R-VC4AECOMM-477404/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Toallitas desmaquillantes hidratante y refrescantes para piel seca y sensible cara y ojos Carrefour Soft 25 ud.","0,04 €/ud",,"
1,12 €","
1,05 €",2ª al -50%,https://www.carrefour.es/supermercado/toallitas-desmaquillantes-hidratante-y-refrescantes-para-piel-seca-y-sensible-cara-y-ojos-carrefour-soft-25-ud-carrefour/R-VC4AECOMM-529317/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquillantes Expert Demak Up 70 ud.","0,03 €/ud","1,84 €",,,,https://www.carrefour.es/supermercado/discos-desmaquillantes-expert-demak-up-70-ud-demak-up/R-520664073/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Toallitas desmaquillantes hidratantes para pieles secas y sensibles Diadermine 20 ud.","0,11 €/ud","2,25 €",,,,https://www.carrefour.es/supermercado/toallitas-desmaquillantes-hidratantes-para-pieles-secas-y-sensibles-diadermine-20-ud-diadermine/R-521012361/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Agua Micelar todo en 1 Garnier 400 ml.","1,10 €/100 ml",,"
4,75 €","
4,40 €",3x2,https://www.carrefour.es/supermercado/agua-micelar-todo-en-1-garnier-400-ml-garnier-skinactive/R-756700952/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquillantes Sensitive Oval Demak Up 48 ud.","0,04 €/ud","1,72 €",,,,https://www.carrefour.es/supermercado/discos-desmaquillantes-sensitive-oval-demak-up-48-ud-demak-up/R-840300701/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquillantes suaves ecológicos Carrefour Bio 70 ud.","0,02 €/ud","1,39 €",,,,https://www.carrefour.es/supermercado/discos-desmaquillantes-suaves-ecologicos-carrefour-bio-70-ud-carrefour/R-551303301/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Toallitas Desmaquilladoras Refrescantes Piel normal/mixta Nivea 40 ud.","0,06 €/ud","2,30 €",,,3x2,https://www.carrefour.es/supermercado/toallitas-desmaquilladoras-refrescantes-piel-normal-mixta-nivea-40-ud-nivea/R-814300681/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Toallitas Desmaquilladoras Suaves Piel seca/sensible Nivea 40 ud.","0,06 €/ud","2,30 €",,,3x2,https://www.carrefour.es/supermercado/toallitas-desmaquilladoras-suaves-piel-seca-sensible-nivea-40-ud-nivea/R-814300711/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquillantes cuidado facial Carrefour 80 ud.","0,02 €/ud","1,36 €",,,,https://www.carrefour.es/supermercado/discos-desmaquillantes-cuidado-facial-carrefour-80-ud-carrefour/R-521010800/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Discos desmaquillantes Carrefour pack de 3 unidades de 70 ud.","0,01 €/ud","1,50 €",,,,https://www.carrefour.es/supermercado/discos-desmaquillantes-carrefour-pack-de-3-unidades-de-70-ud-carrefour/R-VC4AECOMM-540534/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Tiras purificantes para pieles normales, mixtas y grasas Diadermine 6 ud.","0,83 €/ud","5,00 €",,,,https://www.carrefour.es/supermercado/tiras-purificantes-para-pieles-normales-mixtas-y-grasas-diadermine-6-ud-diadermine/R-prod550244/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Toallitas desmaquillantes suaves para pieles secas y sensibles con extracto de rosa Ganier 25 ud.","0,09 €/ud","2,30 €",,,3x2,https://www.carrefour.es/supermercado/toallitas-desmaquillantes-suaves-para-pieles-secas-y-sensibles-con-extracto-de-rosa-ganier-25-ud-garnier/R-VC4AECOMM-492788/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Agua micelar en aceite Garnier 400 ml.","1,19 €/100 ml","4,75 €",,,3x2,https://www.carrefour.es/supermercado/agua-micelar-en-aceite-garnier-400-ml-garnier-skinactive/R-836506947/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Gel Pure Active 3 en 1 Carbón anti-puntos negros Garnier 50 ml.","11,10 €/100 ml","5,55 €",,,3x2,https://www.carrefour.es/supermercado/gel-pure-active-3-en-1-carbon-anti-puntos-negros-garnier-50-ml-garnier-skinactive/R-836506945/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Crema de noche anti-edad aceites de lavanda y jojoba para todo tipo de pieles ecológica Ganier Bio 400 ml.","1,99 €/100 ml","7,95 €",,,3x2,https://www.carrefour.es/supermercado/crema-de-noche-anti-edad-aceites-de-lavanda-y-jojoba-para-todo-tipo-de-pieles-ecologica-ganier-bio-400-ml-garnier-bio/R-VC4AECOMM-482768/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Limpiador facial Pure Active 3 en 1 Garnier Skin Active 150 ml.","3,97 €/100 ml","5,95 €",,,3x2,https://www.carrefour.es/supermercado/limpiador-facial-pure-active-3-en-1-garnier-skin-active-150-ml-skin-naturals/R-521009342/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Toallitas desmaquillantes hidratantes para pieles normales y mixtas Diadermine 20 ud.","0,09 €/ud","2,25 €",,,,https://www.carrefour.es/supermercado/toallitas-desmaquillantes-hidratantes-para-pieles-normales-y-mixtas-diadermine-20-ud-diadermine/R-805066322/p
Cuidado y Protección Corporal,"
Limpieza Facial","
Toallitas desmaquilladoras para pieles mixtas Vitesse 20 ud.","0,11 €/ud","2,30 €",,,,https://www.carrefour.es/supermercado/toallitas-desmaquilladoras-para-pieles-mixtas-vitesse-20-ud-vitesse/R-520664090/p
Cuidado y Protección Corporal,"
Limpieza Facial","
DESMA OJOS ESSENCIAL S.NAT 150","2,19 €/100 ml","3,29 €",,,3x2,https://www.carrefour.es/supermercado/desma-ojos-essencial-s-nat-150-garnier-skinactive/R-530363110/p
Cuidado y Protección Corporal,"
Protectores solares y After Sun","
Crema solar bebé SPF 50+ ecológica Acorelle 50 ml.","37,60 €/100 ml","18,80 €",,,,https://www.carrefour.es/supermercado/crema-solar-bebe-spf-50-ecologica-acorelle-50-ml-acorelle/R-prod81567/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos sensitive con aloe vera antibacteriano Palmolive 300 ml.","0,73 €/100 ml","2,20 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-sensitive-con-aloe-vera-antibacteriano-palmolive-300-ml-palmolive/R-prod71336/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos cocina con extractos de lima Hygiene Plus Palmolive 300 ml.","0,73 €/100 ml","2,20 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-cocina-con-extractos-de-lima-hygiene-plus-palmolive-300-ml-palmolive/R-521000686/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos leche y almendra Palmolive 300 ml.","0,70 €/100 ml","2,10 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-leche-y-almendra-palmolive-300-ml-palmolive/R-521012451/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos en pastilla con sales minerales La Toja pack de 2 pastillas de 125 g.","0,71 €/100 g","1,77 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-en-pastilla-con-sales-minerales-la-toja-pack-de-2-pastillas-de-125-g-la-toja/R-521014972/p
Baño e Higiene Corporal,"
Jabón de Manos","
J.PAST HENO DE PRAVIA 115X3","0,65 €/100 g","2,25 €",,,,https://www.carrefour.es/supermercado/j-past-heno-de-pravia-115x3-heno-de-pravia/R-521028506/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos de coco Babaria 500 ml.","0,39 €/100 ml","1,96 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-de-coco-babaria-500-ml-babaria/R-671301866/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos vainilla y karité Becasan Nature 500 ml.","0,50 €/100 ml","2,50 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-vainilla-y-karite-becasan-nature-500-ml-becasan-nature/R-prod393204/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos clásico Moussel 300 ml.","0,66 €/100 ml","1,99 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-clasico-moussel-300-ml-moussel/R-636001928/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos en pastilla glicerina natural Lixoné 375 g.","0,61 €/100 g","2,30 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-en-pastilla-glicerina-natural-lixone-375-g-lixone/R-590207329/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos con leche y miel Palmolive 300 ml.","0,73 €/100 ml","2,20 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-con-leche-y-miel-palmolive-300-ml-palmolive/R-684204122/p
Baño e Higiene Corporal,"
Jabón de Manos","
Gel higienizante de manos Instituto Español 100 ml.","1,99 €/100 ml","1,99 €",,,,https://www.carrefour.es/supermercado/gel-higienizante-de-manos-instituto-espanol-100-ml-instituto-espanol/R-VC4AECOMM-476207/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos piel sana Instituto Español 500 ml.","4,50 €/l","2,25 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-piel-sana-instituto-espanol-500-ml-instituto-espanol/R-820614072/p
Baño e Higiene Corporal,"
Jabón de Manos","
Solución Higienizante Hidroalcohólica 70% alcohol h91 medical 5L","4,98 €/l","24,90 €",,,,https://www.carrefour.es/supermercado/solucion-higienizante-hidroalcoholica-70-alcohol-h91-medical-5l/R-VC4AECOMM-503318/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos en pastilla natural de glicerina con aloe vera Lida pack de 3 unidades de 125 g.","0,80 €/100 g","3,00 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-en-pastilla-natural-de-glicerina-con-aloe-vera-lida-pack-de-3-unidades-de-125-g-lida/R-774909685/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos Nenuco Classic 240 ml.","1,04 €/100 ml","2,50 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-nenuco-classic-240-ml-nenuco/R-prod1030053/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos lavanda IDC 500 ml.","0,53 €/100 ml","2,65 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-lavanda-idc-500-ml-idc/R-794748867/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos en pastilla de Marsella con oliva y limón Les Cosmétiques Néctar of Beauty 2 ud.","0,39 €/100 ml","1,18 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-en-pastilla-de-marsella-con-oliva-y-limon-les-cosmetiques-nectar-of-beauty-2-ud-les-cosmetiques/R-733759713/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos en pastilla suave no perfumado ecológico Carrefour 100 g.","2,00 €/100 g","2,00 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-en-pastilla-suave-no-perfumado-ecologico-carrefour-100-g-carrefour/R-VC4AECOMM-472097/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos en pastilla con aceite de argán Dove 2 ud.","1,05 €/100 g","2,10 €",,,3x2,https://www.carrefour.es/supermercado/jabon-de-manos-en-pastilla-con-aceite-de-argan-dove-2-ud-dove/R-872302139/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos original 100% natural de glicerina Lida 500 ml.","0,84 €/100 ml","4,20 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-original-100-natural-de-glicerina-lida-500-ml-lida/R-VC4AECOMM-563715/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos glicerina té blanco hidratante y antioxidante  Heno de Pravia 300 ml.","0,83 €/100 ml","2,50 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-glicerina-te-blanco-hidratante-y-antioxidante-heno-de-pravia-300-ml-heno-de-pravia/R-VC4AECOMM-493301/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos en pastilla Creme Soft Nivea pack de 3 unidades de 100 g.","0,77 €/100 g","2,30 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-en-pastilla-creme-soft-nivea-pack-de-3-unidades-de-100-g-nivea/R-656901715/p
Baño e Higiene Corporal,"
Jabón de Manos","
Jabón de manos con aroma a jazmín y limón Palmolive 500 ml.","6,30 €/l","3,15 €",,,,https://www.carrefour.es/supermercado/jabon-de-manos-con-aroma-a-jazmin-y-limon-palmolive-500-ml-palmolive/R-VC4AECOMM-467742/p
Baño e Higiene Corporal,"
Jabón de Manos","
Gel hidroalcohólico antiséptico para pieles sanas Snonas bote de 100 ml.","2,10 €/100 ml","2,10 €",,,,https://www.carrefour.es/supermercado/gel-hidroalcoholico-antiseptico-para-pieles-sanas-snonas-bote-de-100-ml-snonas/R-VC4AECOMM-474592/p
Bazar,"
Automóvil","
Cables Arranque RM Tools Transparente 400Amp. Secc.18mm. L.3,0m Bolsa","26,95 €/ud","26,95 €",,,,https://www.carrefour.es/supermercado/cables-arranque-rm-tools-transparente-400amp-secc-18mm-l-3-0m-bolsa/R-VC4AECOMM-099822/p
Bazar,"
Automóvil","
Aceite Repsol Elite TDI 15W40 5L","6,80 €/l","34,00 €",,,3x2,https://www.carrefour.es/supermercado/aceite-repsol-elite-tdi-15w40-5l-repsol/R-VC4AECOMM-126328/p
Bazar,"
Automóvil","
Arrancador de Coche Ring","89,00 €/ud","89,00 €",,,,https://www.carrefour.es/supermercado/arrancador-de-coche-ring/R-VC4AECOMM-913463/p
Bazar,"
Automóvil","
Batería de Coche Carrefour Nº13 95Ah","115.000,00 €/ud","115,00 €",,,,https://www.carrefour.es/supermercado/bateria-de-coche-carrefour-n-13-95ah-carrefour/R-VC4AECOMM-269390/p
Bazar,"
Automóvil","
Batería de Coche Varta Blue Dinamic F17 80Ah","160,00 €/ud","160,00 €",,,,https://www.carrefour.es/supermercado/bateria-de-coche-varta-blue-dinamic-f17-80ah-varta/R-VC4AECOMM-606736/p
Bazar,"
Automóvil","
Escobilla Carrefour - B14","6.450,00 €/ud","6,45 €",,,3x2,https://www.carrefour.es/supermercado/escobilla-carrefour-b14-carrefour/R-VC4AECOMM-298896/p
Bazar,"
Automóvil","
Escobilla Carrefour - B8","6.450,00 €/ud","6,45 €",,,3x2,https://www.carrefour.es/supermercado/escobilla-carrefour-b8-carrefour/R-VC4AECOMM-298663/p
Bazar,"
Automóvil","
Anticongelante Organico 3Cv 1L","6,95 €/l","6,95 €",,,3x2,https://www.carrefour.es/supermercado/anticongelante-organico-3cv-1l-3cv/R-prod880164/p
Bazar,"
Automóvil","
Escobilla Spoil Carrefour - B15","7.450,00 €/ud","7,45 €",,,3x2,https://www.carrefour.es/supermercado/escobilla-spoil-carrefour-b15-carrefour/R-VC4AECOMM-298909/p
Bazar,"
Automóvil","
Gamuza de piel mediana Carrefour 55x37 cm","7,90 €/ud","7,90 €",,,3x2,https://www.carrefour.es/supermercado/gamuza-de-piel-mediana-carrefour-55x37-cm-carrefour/R-prod310342/p
Bazar,"
Automóvil","
Cubrevolante Polipiel Natural Medidas 37-39 - Negro","7,95 €/ud","7,95 €",,,,https://www.carrefour.es/supermercado/cubrevolante-polipiel-natural-medidas-37-39-negro/R-VC4AECOMM-095636/p
Bazar,"
Automóvil","
Anticongelante Krafft Ar-25 Verde 5L Protege hasta -13º","2,18 €/l","10,90 €",,,3x2,https://www.carrefour.es/supermercado/anticongelante-krafft-ar-25-verde-5l-protege-hasta-13-/R-prod880110/p
Bazar,"
Automóvil","
Aceite para Transmisiones Krafft Atf Dexron III 1L","12,90 €/l","12,90 €",,,,https://www.carrefour.es/supermercado/aceite-para-transmisiones-krafft-atf-dexron-iii-1l-krafft/R-prod880645/p
Bazar,"
Automóvil","
Escobilla Aerodynamic Carrefour - B47","13.950,00 €/ud","13,95 €",,,3x2,https://www.carrefour.es/supermercado/escobilla-aerodynamic-carrefour-b47-carrefour/R-VC4AECOMM-809890/p
Bazar,"
Automóvil","
Escobilla Aerodynamic Carrefour - B41","13.950,00 €/ud","13,95 €",,,3x2,https://www.carrefour.es/supermercado/escobilla-aerodynamic-carrefour-b41-carrefour/R-VC4AECOMM-809889/p
Bazar,"
Automóvil","
Cubrevolante ""Soft"" Anatómica Negro Medidas 37 - 39","14,45 €/ud","14,45 €",,,,https://www.carrefour.es/supermercado/cubrevolante-soft-anatomica-negro-medidas-37-39/R-VC4AECOMM-095640/p
Bazar,"
Automóvil","
Kit de Restaurador de Faros Turtle Waxkit","14,90 €/ud","14,90 €",,,,https://www.carrefour.es/supermercado/kit-de-restaurador-de-faros-turtle-waxkit/R-VC4AECOMM-313499/p
Bazar,"
Automóvil","
Escobilla Aerodynamic Carrefour - B46","14.950,00 €/ud","14,95 €",,,3x2,https://www.carrefour.es/supermercado/escobilla-aerodynamic-carrefour-b46-carrefour/R-VC4AECOMM-809899/p
Bazar,"
Automóvil","
Kit emergencia RM Tools: Cables, guantes, linterna, rasqueta, fusibles","14,95 €/ud","14,95 €",,,,https://www.carrefour.es/supermercado/kit-emergencia-rm-tools-cables-guantes-linterna-rasqueta-fusibles/R-VC4AECOMM-648188/p
Bazar,"
Automóvil","
Cubre volante Piel Natural Estilo ""Cowboy"" Mediano 37-39 Negro","16,45 €/ud","16,45 €",,,,https://www.carrefour.es/supermercado/cubre-volante-piel-natural-estilo-cowboy-mediano-37-39-negro/R-VC4AECOMM-095642/p
Bazar,"
Automóvil","
Comprensor Analógico 12V","18,95 €/ud","18,95 €",,,,https://www.carrefour.es/supermercado/comprensor-analogico-12v/R-VC4AECOMM-271683/p
Bazar,"
Automóvil","
Aceite Motor Krafft Profesional Tdi/Gti 15W40 Gasolina/Diesel 5L","3,98 €/l","19,90 €",,,3x2,https://www.carrefour.es/supermercado/aceite-motor-krafft-profesional-tdi-gti-15w40-gasolina-diesel-5l/R-VC4AECOMM-525245/p
Bazar,"
Automóvil","
Aceite Repsol Elite Super 20W 50 G 5L","5,58 €/l","27,90 €",,,3x2,https://www.carrefour.es/supermercado/aceite-repsol-elite-super-20w-50-g-5l-repsol/R-VC4AECOMM-021892/p
Bazar,"
Automóvil","
Cargador batería 6-12V","34,90 €/ud","34,90 €",,,,https://www.carrefour.es/supermercado/cargador-bateria-6-12v/R-VC4AECOMM-171241/p
Baño e Higiene Corporal,"
Desodorantes","
Desodorante roll-on Invisible Dry Dove pack de 2 unidades de 50 ml.","3,15 €/100 ml","3,15 €",,,3x2,https://www.carrefour.es/supermercado/desodorante-roll-on-invisible-dry-dove-pack-de-2-unidades-de-50-ml-dove/R-839100363/p
Baño e Higiene Corporal,"
Desodorantes","
Desodorante en crema Dove 50 ml.","4,30 €/100 ml","2,15 €",,,3x2,https://www.carrefour.es/supermercado/desodorante-en-crema-dove-50-ml-dove/R-520664863/p
Baño e Higiene Corporal,"
Desodorantes","
Desodorante en spray duplo aloe vera Motion Sense Rexona 200 ml.","1,09 €/100 ml","4,37 €",,,3x2,https://www.carrefour.es/supermercado/desodorante-en-spray-duplo-aloe-vera-motion-sense-rexona-200-ml-rexona/R-520664818/p
Baño e Higiene Corporal,"
Desodorantes","
DEO WILLIAMS ICE BLUE STICK 75","2,67 €/100 ml","2,00 €",,,,https://www.carrefour.es/supermercado/deo-williams-ice-blue-stick-75-williams/R-520664748/p
Baño e Higiene Corporal,"
Desodorantes","
Desodorante en spray dermo sensitive Sanex pack de 2 unidades de 200 ml.","1,19 €/100 ml","4,75 €",,,3x2,https://www.carrefour.es/supermercado/desodorante-en-spray-dermo-sensitive-sanex-pack-de-2-unidades-de-200-ml-sanex/R-520664899/p
Baño e Higiene Corporal,"
Desodorantes","
Desodorante en spray Apollo Axe pack de 2 unidades de 150 ml.","1,92 €/100 ml","5,76 €",,,3x2,https://www.carrefour.es/supermercado/desodorante-en-spray-apollo-axe-pack-de-2-unidades-de-150-ml-axe/R-757607331/p
Baño e Higiene Corporal,"
Desodorantes","
Desodorante en spray Invisible on Black and White Clothes Rexona 250 ml.","1,14 €/100 ml","2,85 €",,,3x2,https://www.carrefour.es/supermercado/desodorante-en-spray-invisible-on-black-and-white-clothes-rexona-250-ml-rexona/R-fprod1180107/p
